Player,Hero,Role,Winner,File,Date,Map,GameTime,HeroKills,Assists,Takedowns,Deaths,MinionDmg,SummonDmg,StructDmg,SiegeDmg,HeroDmg,DmgTaken,XP,SpentDead,Rooting,Silence,Stun,CC,OnFire,SpellDmg,PhysDmg,MercDmg,MercCaptures,MinionKills,Regen,Award,HealShield,SelfHeal,,
Raizenser#1838,Rehgar,Healer,Winner,2024-05-23 00.17.25 Puesto de avanzada de Braxis.StormReplay,23/05/2024,Puesto de avanzada de Braxis.StormReplay,00:14:00,1,9,10,4,8410,143,451,9004,17033,39558,6695,00:01:48,00:00:00,00:00:00,00:00:00,03:00:40,00:00:00,00:00:00,16077,6528,0,14,23,ClutchHealer,74082,0,,
WatchdogMan#1114,Stukov,Healer,Loser,2024-02-03 00.51.55 Ciudad argenta.StormReplay,03/02/2024,Ciudad argenta.StormReplay,00:13:47,1,9,10,4,10377,1611,241,14704,35371,46096,5247,00:01:47,00:00:00,00:01:14,00:00:02,00:14:54,00:00:00,00:00:00,20543,482,0,10,16,MostSilences,70748,0,,
Deathmask#1670,Anduin,Healer,Loser,2024-06-28 22.16.26 Ciudad argenta.StormReplay,28/06/2024,Ciudad argenta.StormReplay,00:14:06,1,9,10,4,6503,4073,602,11178,22823,32022,6413,00:01:23,00:00:22,00:00:00,00:00:00,00:00:22,00:00:00,00:00:00,16866,0,0,15,15,ClutchHealer,63845,14037,,
ChapelHots#1560,Malfurion,Healer,Winner,2024-09-28 16.34.33 Distrito industrial.StormReplay,28/09/2024,Distrito industrial.StormReplay,00:15:51,0,9,9,4,3223,6240,1100,10563,14957,42629,6289,00:02:13,00:00:57,00:00:00,00:01:32,00:02:29,00:00:00,00:00:00,9969,0,0,8,32,0,75795,0,,
Zombicioso#1115,Li Li,Healer,Winner,2024-07-20 00.16.02 Puesto de avanzada de Braxis.StormReplay,20/07/2024,Puesto de avanzada de Braxis.StormReplay,00:16:43,0,9,9,4,3454,0,207,3661,28969,55624,3913,00:01:06,00:00:00,00:00:00,00:00:00,00:01:57,00:00:00,00:00:00,9772,0,0,2,24,ClutchHealer,107718,0,,
Ticoman#1667,Brightwing,Healer,Loser,2024-07-08 23.09.32 Distrito industrial.StormReplay,08/07/2024,Distrito industrial.StormReplay,00:17:42,0,9,9,4,8060,0,6991,15051,9624,45169,4850,00:02:04,00:00:00,00:00:41,00:00:00,00:00:00,00:00:00,00:00:00,15786,0,0,7,32,MostHealing,106983,0,,
Raizenser#1838,Anduin,Healer,Winner,2024-05-16 00.07.47 Puesto de avanzada de Braxis.StormReplay,16/05/2024,Puesto de avanzada de Braxis.StormReplay,00:18:55,0,9,9,4,18866,0,1544,20410,40258,62763,7530,00:01:50,00:00:32,00:00:00,00:00:00,00:00:32,00:00:00,00:00:00,25186,2267,1,16,20,0,97981,20888,,
WatchdogMan#1114,Valla,Ranged Assassin,Loser,2024-01-21 22.08.50 Caverna perdida.StormReplay,21/01/2024,Caverna perdida.StormReplay,00:16:09,10,8,18,4,20813,12236,8767,41816,79702,39820,11152,00:01:42,00:00:00,00:00:00,00:00:06,00:00:21,00:00:55,00:00:00,33231,0,0,24,37,MostHeroDamageDone,0,11880,,
Ticoman#1667,Kael'thas,Mage,Loser,2023-12-12 22.52.12 Caverna perdida.StormReplay,12/12/2023,Caverna perdida.StormReplay,00:18:08,9,8,17,4,36121,6643,4771,47535,64800,43734,15049,00:02:06,00:00:00,00:00:00,00:00:23,00:00:23,00:00:36,00:00:00,9568,0,0,40,34,0,0,1575,,
Raizenser#1838,Chromie,Mage,Loser,2024-07-19 23.18.03 Braxis Outpost.StormReplay,19/07/2024,Braxis Outpost.StormReplay,00:16:21,6,14,20,2,37647,5952,16708,60307,53635,21955,11477,00:01:15,00:00:00,00:00:00,00:00:00,00:00:32,00:03:35,00:00:00,8790,3187,0,35,25,0,0,0,,
Raizenser#1838,Tychus,Ranged Assassin,Winner,2024-10-23 22.15.08 Ciudad argenta.StormReplay,23/10/2024,Ciudad argenta.StormReplay,00:20:36,8,8,16,4,32887,0,9289,43675,50665,43292,15145,00:02:21,00:00:00,00:00:00,00:00:00,00:00:19,00:00:43,00:00:00,30928,8225,2,40,45,0,0,0,,
Deathmask#1670,Zul'jin,Ranged Assassin,Loser,2024-07-17 22.41.01 Braxis Outpost.StormReplay,17/07/2024,Braxis Outpost.StormReplay,00:18:56,8,8,16,4,46955,27536,0,88874,95498,59695,16440,00:02:28,00:00:00,00:00:00,00:00:00,00:09:00,00:01:02,00:00:00,75693,6957,0,56,13,MostTeamfightHeroDamageDone,0,14065,,
Raizenser#1838,Greymane,Melee Assassin,Winner,2024-01-04 22.34.02 Puesto de avanzada de Braxis.StormReplay,04/01/2024,Puesto de avanzada de Braxis.StormReplay,00:18:09,7,8,15,4,47900,3871,23643,75414,91116,53224,14244,00:01:25,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,64169,0,0,49,30,MostHeroDamageDone,0,0,,
Zombicioso#1115,Mephisto,Mage,Winner,2024-03-06 22.29.26 Puesto de avanzada de Braxis.StormReplay,06/03/2024,Puesto de avanzada de Braxis.StormReplay,00:17:48,7,8,15,4,59039,0,8259,67298,102390,68574,15325,00:02:42,00:00:00,00:00:00,00:00:00,00:07:30,00:04:50,00:00:00,7033,2225,0,63,28,MostHeroDamageDone,0,0,,
Zombicioso#1115,Chromie,Mage,Winner,2024-10-29 22.45.26 Silver City.StormReplay,29/10/2024,Silver City.StormReplay,00:15:50,6,14,20,2,30478,0,32757,65694,74615,24780,12913,00:01:15,00:00:00,00:00:00,00:00:00,00:00:19,00:05:13,00:00:00,21030,2688,1,39,29,0,0,0,,
Raizenser#1838,Azmodan,Mage,Loser,2024-07-16 22.31.59 Caverna perdida.StormReplay,16/07/2024,Caverna perdida.StormReplay,00:15:28,6,8,14,4,56756,2100,9739,68595,98949,53112,13510,00:01:05,00:00:00,00:00:00,00:00:00,00:01:16,00:02:13,00:00:00,5894,0,0,66,30,0,0,0,,
ChapelHots#1560,Gul'dan,Mage,Winner,2024-01-24 23.39.35 Caverna perdida.StormReplay,24/01/2024,Caverna perdida.StormReplay,00:18:17,5,8,13,4,37961,4706,20581,63248,106044,39838,11244,00:02:27,00:00:00,00:00:00,00:00:00,00:00:11,00:00:00,00:00:00,3615,0,0,35,18,0,0,10466,,
Raizenser#1838,Thrall,Bruiser,Winner,2024-03-26 22.53.36 Distrito industrial.StormReplay,26/03/2024,Distrito industrial.StormReplay,00:19:55,5,8,13,4,30433,0,9442,39875,125909,83813,14539,00:02:27,00:01:03,00:00:00,00:00:16,00:01:19,00:00:00,00:00:00,34774,0,0,30,39,MostTeamfightHeroDamageDone,0,30672,,
Deathmask#1670,Junkrat,Mage,Winner,2024-04-20 00.30.38 Distrito industrial.StormReplay,20/04/2024,Distrito industrial.StormReplay,00:17:40,4,8,12,4,35452,1932,4913,43975,81903,41680,10831,00:01:46,00:00:56,00:00:38,00:00:00,00:00:56,00:00:08,00:00:00,35238,0,0,42,23,0,0,0,,
WatchdogMan#1114,Valla,Ranged Assassin,Loser,2024-07-08 23.09.32 Distrito industrial.StormReplay,08/07/2024,Distrito industrial.StormReplay,00:17:42,4,8,12,4,71774,0,54128,125902,99884,50728,17208,00:01:59,00:00:00,00:00:00,00:00:04,00:03:39,00:01:59,00:00:00,85250,0,0,80,39,MostTeamfightHeroDamageDone,0,3784,,
WatchdogMan#1114,Stitches,Tank,Winner,2024-05-25 23.13.21 Ciudad argenta.StormReplay,25/05/2024,Ciudad argenta.StormReplay,00:19:37,4,8,13,4,26866,3,4747,32886,68650,154263,11994,00:02:04,00:00:00,00:00:00,00:01:07,00:04:40,00:00:00,00:00:00,18335,4753,3,31,41,MostTeamfightDamageTaken,0,40894,,
Deathmask#1670,Nazeebo,Mage,Loser,2024-10-02 23.25.25 Silver City.StormReplay,02/10/2024,Silver City.StormReplay,00:14:01,3,8,11,4,26432,23884,6073,59060,17636,22619,11975,00:01:28,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,12233,13098,2,30,12,0,0,4596,,
WatchdogMan#1114,Raynor,Ranged Assassin,Loser,2024-10-27 22.20.29 Distrito industrial.StormReplay,27/10/2024,Distrito industrial.StormReplay,00:13:45,3,8,11,4,37223,2429,9996,49648,64073,39916,10843,00:01:18,00:00:00,00:00:00,00:00:00,00:01:00,00:00:48,00:00:00,73316,0,0,45,23,0,0,8248,,
WatchdogMan#1114,Deathwing,Bruiser,Winner,2024-04-13 00.03.44 Ciudad argenta.StormReplay,13/04/2024,Ciudad argenta.StormReplay,00:16:30,3,8,11,4,53738,19338,15775,88851,70217,53225,12169,00:02:03,00:00:00,00:00:00,00:00:39,00:07:30,00:00:43,00:00:00,18675,6402,2,45,23,MostTeamfightHeroDamageDone,0,17769,,
Ticoman#1667,Cassia,Ranged Assassin,Winner,2024-03-23 01.07.01 Distrito industrial.StormReplay,23/03/2024,Distrito industrial.StormReplay,00:16:35,3,8,11,4,23766,13764,3107,40637,63397,46822,6901,00:01:36,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,23144,217,0,16,31,MostTeamfightHeroDamageDone,2752,7472,,
Raizenser#1838,Auriel,Healer,Winner,2024-03-15 23.37.54 Caverna perdida.StormReplay,15/03/2024,Caverna perdida.StormReplay,00:14:31,3,8,11,4,19654,0,0,19654,41529,38448,7992,00:01:15,00:00:00,00:00:00,00:00:09,00:00:15,00:00:00,00:00:00,8386,0,0,24,17,ClutchHealer,81486,0,,
Ticoman#1667,Deathwing,Bruiser,Loser,2024-02-07 23.01.14 Distrito industrial.StormReplay,07/02/2024,Distrito industrial.StormReplay,00:16:42,2,8,10,4,38257,11252,7281,56790,61876,46289,9986,00:01:53,00:00:00,00:00:03,00:00:21,00:04:39,00:00:00,00:00:00,12697,0,0,41,27,0,0,8521,,
Ticoman#1667,Mephisto,Mage,Winner,2024-06-27 22.40.27 Distrito industrial.StormReplay,27/06/2024,Distrito industrial.StormReplay,00:15:34,2,8,10,4,44938,16483,8175,69596,73221,47236,8756,00:01:42,00:00:00,00:00:00,00:00:00,00:02:52,00:02:21,00:00:00,6371,0,0,39,29,0,0,491,,
WatchdogMan#1114,Nazeebo,Mage,Loser,2024-12-01 23.30.06 Caverna perdida.StormReplay,01/12/2024,Caverna perdida.StormReplay,00:15:08,2,8,10,4,58203,17162,7312,82677,75356,55525,14131,00:01:50,00:00:00,00:00:00,00:00:00,00:00:35,00:01:41,00:00:00,20802,0,0,69,27,0,0,9856,,
WatchdogMan#1114,Zul'jin,Ranged Assassin,Winner,2024-09-11 23.36.28 Ciudad argenta.StormReplay,11/09/2024,Ciudad argenta.StormReplay,00:17:29,2,8,10,4,38237,0,8433,53089,113580,58471,10716,00:02:07,00:00:00,00:00:00,00:00:00,00:11:25,00:02:24,00:00:00,87794,6968,2,45,28,MostTeamfightHeroDamageDone,0,16931,,
Raizenser#1838,Maiev,Melee Assassin,Winner,2024-05-25 23.31.11 Puesto de avanzada de Braxis.StormReplay,25/05/2024,Puesto de avanzada de Braxis.StormReplay,00:17:08,2,8,10,4,11762,2373,0,14135,43661,66288,6145,00:02:21,00:00:00,00:00:00,00:00:06,00:00:06,00:00:00,00:00:00,24403,1832,1,14,33,0,0,0,,
Deathmask#1670,Diablo,Tank,Loser,2024-06-19 22.13.19 Distrito industrial.StormReplay,19/06/2024,Distrito industrial.StormReplay,00:15:17,2,8,10,4,15381,131,11583,27095,19382,108807,7871,00:00:54,00:00:00,00:00:00,00:00:14,00:00:56,00:00:00,00:00:00,14702,0,0,21,25,MostDamageTaken,0,14108,,
Raizenser#1838,Mei,Tank,Winner,2024-10-01 00.16.43 Ciudad argenta.StormReplay,01/10/2024,Ciudad argenta.StormReplay,00:14:39,2,8,10,4,26362,6009,2414,39413,28200,64253,9772,00:01:41,00:00:00,00:00:00,00:00:30,00:11:31,00:00:48,00:00:00,13931,1689,1,31,15,0,3404,15479,,
Raizenser#1838,Johanna,Tank,Loser,2024-02-07 23.01.14 Distrito industrial.StormReplay,07/02/2024,Distrito industrial.StormReplay,00:16:42,2,8,10,4,42414,11154,2081,55649,55079,113064,9824,00:01:43,00:00:00,00:00:00,00:00:24,00:03:18,00:00:00,00:00:00,16354,168,0,36,37,MostTeamfightDamageTaken,9686,18482,,
WatchdogMan#1114,Gul'dan,Mage,Winner,2024-04-30 22.19.41 Caverna perdida.StormReplay,30/04/2024,Caverna perdida.StormReplay,00:20:03,1,8,9,4,40815,3075,17825,73483,91240,52400,11920,00:02:36,00:00:00,00:00:22,00:00:00,00:00:00,00:00:12,00:00:00,13364,0,0,56,39,MostEscapes,0,25958,,
Deathmask#1670,Imperius,Bruiser,Winner,2024-11-06 23.51.54 Ciudad argenta.StormReplay,06/11/2024,Ciudad argenta.StormReplay,00:14:51,1,8,9,4,9166,2520,402,12389,18693,58150,6409,00:01:18,00:00:00,00:00:00,00:00:07,00:01:24,00:00:00,00:00:00,10954,617,4,9,22,MostMercCampsCaptured,0,8843,,
Zombicioso#1115,Falstad,Ranged Assassin,Loser,2024-12-01 23.30.06 Caverna perdida.StormReplay,01/12/2024,Caverna perdida.StormReplay,00:15:08,1,8,9,4,36668,13025,465,50158,76950,60989,7356,00:01:13,00:00:00,00:00:00,00:00:00,00:08:58,00:00:00,00:00:00,30438,0,0,32,24,0,0,11679,,
Ticoman#1667,Deathwing,Bruiser,Loser,2024-08-23 23.16.53 Braxis Outpost.StormReplay,23/08/2024,Braxis Outpost.StormReplay,00:18:47,1,8,9,4,46704,4551,266,68353,101555,64109,13443,00:02:27,00:00:00,00:00:22,00:00:35,00:04:53,00:02:00,00:00:00,8758,0,0,45,25,MostHeroDamageDone,0,17881,,
WatchdogMan#1114,Rexxar,Bruiser,Loser,2024-09-13 23.40.42 Caverna perdida.StormReplay,13/09/2024,Caverna perdida.StormReplay,00:11:50,1,8,9,4,19020,5904,217,25141,30458,66705,8140,00:00:49,00:00:00,00:00:00,00:00:25,00:02:53,00:00:00,00:00:00,24500,0,0,29,35,MostDamageTaken,0,14462,,
Raizenser#1838,Stitches,Tank,Winner,2024-02-17 23.36.33 Ciudad argenta.StormReplay,17/02/2024,Ciudad argenta.StormReplay,00:14:30,1,8,9,4,18712,0,2847,24202,35642,92018,7999,00:01:09,00:00:00,00:00:00,00:00:18,00:02:06,00:00:36,00:00:00,8476,6824,3,14,26,MostTeamfightDamageTaken,0,23501,,
ChapelHots#1560,Li-Ming,Mage,Loser,2024-08-03 23.06.19 Industrial District.StormReplay,03/08/2024,Industrial District.StormReplay,00:15:29,0,8,8,4,23522,9519,13930,46971,60239,20686,6865,00:02:09,00:00:00,00:00:00,00:00:00,00:00:00,00:01:38,00:00:00,5584,0,0,28,19,0,0,553,,
ChapelHots#1560,Gul'dan,Mage,Winner,2024-01-31 21.02.38 Ciudad argenta.StormReplay,31/01/2024,Ciudad argenta.StormReplay,00:14:02,0,8,8,4,24968,9301,264,37660,57181,27632,9033,00:01:16,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,2379,3685,2,26,21,0,0,4793,,
Rampage15th#1710,Kael'thas,Mage,Loser,2024-05-17 22.44.47 Distrito industrial.StormReplay,17/05/2024,Distrito industrial.StormReplay,00:13:38,0,8,8,4,15078,4601,2799,22478,11655,30012,6769,00:01:17,00:00:00,00:00:00,00:00:01,00:00:01,00:00:00,00:00:00,7876,0,0,23,13,0,0,0,,
WatchdogMan#1114,Tracer,Ranged Assassin,Loser,2024-07-27 00.21.00 Ciudad argenta.StormReplay,27/07/2024,Ciudad argenta.StormReplay,00:16:48,0,8,8,4,9478,9218,1758,20454,43049,42468,4268,00:01:58,00:00:00,00:00:00,00:00:00,00:00:42,00:00:00,00:00:00,46866,5406,3,12,22,0,0,8745,,
Raizenser#1838,Tassadar,Mage,Loser,2024-02-07 23.40.19 Caverna perdida.StormReplay,07/02/2024,Caverna perdida.StormReplay,00:17:18,0,8,8,4,53405,0,3876,57281,52801,43958,10186,00:01:47,00:00:00,00:00:00,00:00:02,00:02:48,00:00:00,00:00:00,6820,0,0,42,32,0,0,0,,
Raizenser#1838,Gazlowe,Bruiser,Loser,2023-12-30 20.24.23 Ciudad argenta.StormReplay,30/12/2023,Ciudad argenta.StormReplay,00:11:57,0,8,8,4,23540,13174,1150,39529,41578,50173,6553,00:01:11,00:00:00,00:00:00,00:00:34,00:02:52,00:00:00,00:00:00,10758,0,0,18,10,0,0,14965,,
Ticoman#1667,Dehaka,Bruiser,Loser,2024-04-24 22.50.04 Ciudad argenta.StormReplay,24/04/2024,Ciudad argenta.StormReplay,00:14:52,0,8,8,4,29708,0,0,31366,19172,72181,11260,00:01:53,00:00:00,00:00:12,00:00:23,00:00:57,00:00:12,00:00:00,13882,2597,0,40,26,MostTeamfightDamageTaken,0,9282,,
Zombicioso#1115,Li Li,Healer,Loser,2024-02-03 22.43.12 Caverna perdida.StormReplay,03/02/2024,Caverna perdida.StormReplay,00:17:44,0,8,8,4,4688,1275,185,6148,20970,53075,5737,00:02:01,00:00:00,00:00:00,00:00:00,00:01:30,00:00:00,00:00:00,8856,0,0,5,25,0,88534,0,,
ChapelHots#1560,Anduin,Healer,Loser,2023-12-29 22.04.38 Caverna perdida.StormReplay,29/12/2023,Caverna perdida.StormReplay,00:16:36,0,8,8,4,5863,420,151,6434,15901,34952,4214,00:01:56,00:00:32,00:00:00,00:00:00,00:00:32,00:00:00,00:00:00,5792,0,0,9,16,0,54135,0,,
Raizenser#1838,Hanzo,Ranged Assassin,Winner,2024-05-26 00.54.05 Puesto de avanzada de Braxis.StormReplay,26/05/2024,Puesto de avanzada de Braxis.StormReplay,00:19:39,8,7,15,4,34171,11845,1228,47244,81213,58666,9758,00:02:10,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,25996,0,1,33,30,0,0,0,,
Raizenser#1838,Maiev,Melee Assassin,Winner,2024-05-18 21.28.53 Caverna perdida.StormReplay,18/05/2024,Caverna perdida.StormReplay,00:15:29,6,7,13,4,28012,0,1292,29304,80689,49806,10040,00:02:03,00:00:00,00:00:00,00:00:11,00:01:38,00:01:24,00:00:00,32540,0,0,29,32,MostTeamfightHeroDamageDone,0,0,,
WatchdogMan#1114,Sylvanas,Melee Assassin,Winner,2024-03-30 23.04.46 Lost Cavern.StormReplay,30/03/2024,Lost Cavern.StormReplay,00:13:17,5,7,12,4,37782,12777,8708,59267,35367,29655,11267,00:01:40,00:00:00,00:00:10,00:00:00,00:02:33,00:01:24,00:00:00,26034,0,0,43,17,0,0,597,,
Raizenser#1838,Zul'jin,Ranged Assassin,Loser,2024-07-19 21.47.26 Caverna perdida.StormReplay,19/07/2024,Caverna perdida.StormReplay,00:13:15,5,7,12,4,24279,24804,0,49083,61363,37244,9383,00:01:29,00:00:00,00:00:00,00:00:00,00:04:18,00:00:36,00:00:00,45641,0,0,38,18,0,0,14633,,
Raizenser#1838,Zul'jin,Ranged Assassin,Loser,2023-12-12 23.09.04 Puesto de avanzada de Braxis.StormReplay,12/12/2023,Puesto de avanzada de Braxis.StormReplay,00:16:08,5,7,12,4,34795,14633,3957,57252,80464,60310,10771,00:01:53,00:00:00,00:00:00,00:00:00,00:08:05,00:01:00,00:00:00,55964,0,0,44,24,MostTeamfightHeroDamageDone,0,11967,,
WatchdogMan#1114,Falstad,Ranged Assassin,Loser,2024-08-22 23.12.49 Distrito industrial.StormReplay,22/08/2024,Distrito industrial.StormReplay,00:17:06,4,7,11,4,37087,4176,6811,48074,87670,56542,7995,00:02:09,00:00:00,00:00:00,00:00:08,00:07:22,00:00:00,00:00:00,41420,0,0,34,40,0,0,10286,,
WatchdogMan#1114,Zul'jin,Ranged Assassin,Loser,2024-10-07 23.35.00 Silver City.StormReplay,07/10/2024,Silver City.StormReplay,00:17:03,4,7,11,4,76691,0,6702,98496,88311,57234,18878,00:01:46,00:00:00,00:00:00,00:00:00,00:08:10,00:03:23,00:00:00,83455,2934,2,90,26,0,0,19907,,
Ticoman#1667,Imperius,Bruiser,Loser,2024-11-20 22.05.29 Puesto de avanzada de Braxis.StormReplay,20/11/2024,Puesto de avanzada de Braxis.StormReplay,00:14:33,4,7,11,4,19859,1261,1886,23288,54682,80497,6615,00:01:55,00:00:00,00:00:00,00:00:42,00:03:25,00:00:00,00:00:00,21820,0,0,15,29,0,0,26437,,
Raizenser#1838,Kael'thas,Mage,Loser,2024-07-31 16.37.20 Caverna perdida.StormReplay,31/07/2024,Caverna perdida.StormReplay,00:16:22,3,7,10,4,54947,951,9246,65144,35473,22782,11669,00:01:53,00:00:00,00:00:00,00:00:11,00:00:11,00:00:00,00:00:00,1547,0,0,61,21,0,0,0,,
Raizenser#1838,Nazeebo,Mage,Winner,2023-12-30 01.28.54 Ciudad argenta.StormReplay,30/12/2023,Ciudad argenta.StormReplay,00:14:51,3,7,10,4,52721,31617,5097,90676,53860,40001,15536,00:01:30,00:00:00,00:00:00,00:00:00,00:00:03,00:02:57,00:00:00,12898,0,0,59,17,0,0,8122,,
Raizenser#1838,Gazlowe,Bruiser,Loser,2024-10-27 22.20.29 Distrito industrial.StormReplay,27/10/2024,Distrito industrial.StormReplay,00:13:45,3,7,10,4,37465,1807,10316,49588,63486,69197,9375,00:01:36,00:00:00,00:00:00,00:00:31,00:00:31,00:00:00,00:00:00,8141,0,0,32,27,MostTeamfightHeroDamageDone,0,25656,,
Raizenser#1838,Tyrael,Tank,Winner,2024-02-24 23.04.22 Caverna perdida.StormReplay,24/02/2024,Caverna perdida.StormReplay,00:17:38,3,7,10,4,40149,3326,206,43681,70797,152754,11422,00:02:22,00:00:00,00:00:00,00:00:06,00:03:13,00:00:00,00:00:00,25331,0,0,30,48,0,13082,64399,,
WatchdogMan#1114,Valla,Ranged Assassin,Winner,2023-12-19 00.08.57 Puesto de avanzada de Braxis.StormReplay,19/12/2023,Puesto de avanzada de Braxis.StormReplay,00:17:05,2,7,9,4,38365,10099,3049,52734,71750,31029,10001,00:02:15,00:00:00,00:00:00,00:00:03,00:00:03,00:00:20,00:00:00,47980,0,0,51,26,0,0,3212,,
WatchdogMan#1114,Kael'thas,Mage,Winner,2024-06-29 22.55.07 Ciudad argenta.StormReplay,29/06/2024,Ciudad argenta.StormReplay,00:15:03,2,7,9,4,48350,21698,12550,88492,57588,31524,12183,00:01:39,00:00:00,00:00:00,00:00:14,00:00:52,00:01:00,00:00:00,8551,2911,0,57,32,MostSiegeDamageDone,0,1221,,
Ticoman#1667,Orphea,Ranged Assassin,Winner,2023-12-06 21.57.14 Distrito industrial.StormReplay,06/12/2023,Distrito industrial.StormReplay,00:12:49,2,7,9,4,28328,0,3560,31888,40683,34195,9946,00:01:15,00:00:00,00:00:00,00:00:00,00:02:14,00:00:00,00:00:00,8752,0,0,38,21,0,0,4971,,
Rampage15th#1710,Kael'thas,Mage,Winner,2024-08-10 23.30.42 Caverna perdida.StormReplay,10/08/2024,Caverna perdida.StormReplay,00:16:41,2,7,9,4,14548,4211,8066,26825,26853,38190,4909,00:01:37,00:00:00,00:00:00,00:00:03,00:00:03,00:00:00,00:00:00,8107,0,0,13,20,0,0,0,,
WatchdogMan#1114,Nazeebo,Mage,Winner,2024-05-16 00.07.47 Puesto de avanzada de Braxis.StormReplay,16/05/2024,Puesto de avanzada de Braxis.StormReplay,00:18:55,2,7,9,4,85625,0,14405,106172,128881,52014,22667,00:01:34,00:00:00,00:00:00,00:00:00,00:00:59,00:03:05,00:00:00,25071,659,1,101,26,MostHeroDamageDone,0,14853,,
Malenfant#11223,Nazeebo,Mage,Winner,2024-09-22 16.15.07 Puesto de avanzada de Braxis.StormReplay,22/09/2024,Puesto de avanzada de Braxis.StormReplay,00:14:31,1,7,8,4,50682,11648,11911,74668,57876,46407,13056,00:01:55,00:00:00,00:00:00,00:00:00,00:00:09,00:01:59,00:00:00,13631,140,1,67,27,0,0,0,,
Ticoman#1667,Gul'dan,Mage,Winner,2024-05-02 23.02.58 Silver City.StormReplay,02/05/2024,Silver City.StormReplay,00:19:33,1,7,8,4,67956,42207,7329,135012,86993,47219,16315,00:02:20,00:00:00,00:00:00,00:00:00,00:00:14,00:00:00,00:00:00,6976,596,1,81,31,MostSiegeDamageDone,0,9939,,
Deathmask#1670,The Butcher,Melee Assassin,Loser,2024-05-03 22.54.10 Silver City.StormReplay,03/05/2024,Silver City.StormReplay,00:16:44,1,7,8,4,25317,0,372,27909,42393,67857,11375,00:01:30,00:00:00,00:00:12,00:00:10,00:01:44,00:00:00,00:00:00,42665,1938,2,42,27,0,0,26090,,
Deathmask#1670,Diablo,Tank,Winner,2024-05-08 23.31.06 Distrito industrial.StormReplay,08/05/2024,Distrito industrial.StormReplay,00:18:57,1,7,8,4,18308,10805,1321,30434,37213,137130,11732,00:01:02,00:00:00,00:00:00,00:00:16,00:03:12,00:00:00,00:00:00,17888,0,0,24,20,0,0,25593,,
ChapelHots#1560,Tyrande,Healer,Loser,2024-10-11 22.23.04 Industrial District.StormReplay,11/10/2024,Industrial District.StormReplay,00:18:57,1,7,8,4,10196,0,0,10196,34891,48127,6721,00:02:33,00:00:00,00:00:00,00:00:17,00:01:23,00:00:00,00:00:00,13901,0,0,16,30,ClutchHealer,80380,3696,,
Raizenser#1838,Kharazim,Healer,Winner,2024-02-09 22.58.35 Puesto de avanzada de Braxis.StormReplay,09/02/2024,Puesto de avanzada de Braxis.StormReplay,00:16:11,1,7,8,4,4607,0,0,4607,26102,58609,5297,00:01:46,00:00:00,00:00:00,00:00:00,00:00:07,00:00:00,00:00:00,28715,3226,1,7,25,ClutchHealer,98052,0,,
WatchdogMan#1114,Rehgar,Healer,Loser,2024-08-04 22.39.38 Ciudad argenta.StormReplay,04/08/2024,Ciudad argenta.StormReplay,00:14:02,0,7,7,4,3438,0,0,3813,7812,35140,5280,00:01:18,00:00:00,00:00:00,00:00:00,01:11:20,00:00:00,00:00:00,6683,3205,1,4,13,0,65775,870,,
Raizenser#1838,Valla,Ranged Assassin,Winner,2024-03-15 23.56.35 Ciudad argenta.StormReplay,15/03/2024,Ciudad argenta.StormReplay,00:17:45,10,6,16,4,23886,25738,576,54886,92976,50377,10291,00:02:01,00:00:00,00:00:00,00:00:18,00:00:34,00:01:49,00:00:00,55839,4076,2,26,21,MostTeamfightHeroDamageDone,0,10716,,
Raizenser#1838,Junkrat,Mage,Winner,2023-12-09 02.12.38 Puesto de avanzada de Braxis.StormReplay,09/12/2023,Puesto de avanzada de Braxis.StormReplay,00:23:38,10,6,16,4,76220,0,21196,104696,112365,65644,21039,00:01:55,00:01:24,00:01:12,00:00:04,00:01:28,00:03:54,00:00:00,73332,296,0,77,35,MostRoots,0,0,,
Ticoman#1667,Zul'jin,Ranged Assassin,Winner,2024-12-07 00.02.47 Distrito industrial.StormReplay,07/12/2024,Distrito industrial.StormReplay,00:18:30,6,6,12,4,22687,8713,25241,58170,40000,57968,9906,00:01:31,00:00:00,00:00:00,00:00:00,00:05:32,00:00:00,00:00:00,39269,8104,1,28,58,0,0,14714,,
Raizenser#1838,Valla,Ranged Assassin,Loser,2024-02-03 00.51.55 Ciudad argenta.StormReplay,03/02/2024,Ciudad argenta.StormReplay,00:13:47,5,6,11,4,23956,6280,832,32185,88479,32924,6838,00:01:42,00:00:00,00:00:00,00:00:08,00:00:08,00:02:48,00:00:00,42845,0,0,25,20,MostTeamfightHeroDamageDone,0,4972,,
Raizenser#1838,Kel'Thuzad,Mage,Loser,2024-09-13 22.37.28 Distrito industrial.StormReplay,13/09/2024,Distrito industrial.StormReplay,00:17:26,4,6,10,4,79592,11327,4653,95572,78775,33793,17594,00:01:48,00:00:22,00:00:00,00:00:19,00:03:08,00:02:00,00:00:00,2601,0,0,92,29,0,0,799,,
